Function;Probability
CLAUSE-END;0.261173184358
Adju;0.0551675977654
Cmpl;0.0754189944134
Conj;0.129189944134
Loca;0.0118715083799
Modi;0.00488826815642
Nega;0.00488826815642
Objc;0.0691340782123
PreC;0.0928770949721
PreO;0.00628491620112
PreS;0.00139664804469
Pred;0.128491620112
Rela;0.0188547486034
Subj;0.120810055866
Time;0.0195530726257
