Function;Probability
CLAUSE-END;0.247114902158
Adju;0.0210737581535
Cmpl;0.0928248871049
Conj;0.172353236327
Loca;0.00953336678374
Modi;0.00564475664827
Nega;0.00715002508781
Objc;0.0600852985449
PreC;0.0511791269443
PreO;0.0116658304064
PreS;0.00200702458605
Pred;0.182764676367
Rela;0.0258404415454
Subj;0.0995985950828
Time;0.0111640742599
