Function;Probability
CLAUSE-END;0.238722134457
Adju;0.0200105318589
Cmpl;0.115850447604
Conj;0.170791644725
Loca;0.009654203967
Modi;0.00631911532385
Nega;0.00860101807969
Objc;0.0570475688959
PreC;0.0519571704406
PreO;0.0138669475162
PreS;0.00228190275584
Pred;0.166052308232
Rela;0.0219413726523
Subj;0.103563278919
Time;0.0133403545726
