Function;Probability
CLAUSE-END;0.246087834427
Adju;0.0190560323069
Cmpl;0.101337708228
Conj;0.184628975265
Loca;0.00996971226653
Modi;0.00441696113074
Nega;0.00946491670873
Objc;0.060323069157
PreC;0.0304139323574
PreO;0.0135032811711
PreS;0.00265017667845
Pred;0.200277637557
Rela;0.0262493690056
Subj;0.0807672892479
Time;0.0108531044927
