Function;Probability
CLAUSE-END;0.23872906827
Adju;0.0144554172034
Cmpl;0.105338485759
Conj;0.194933447832
Loca;0.00758551595821
Modi;0.00715614713038
Nega;0.00543867181909
Objc;0.0465149563475
PreC;0.0357807356519
PreO;0.0121654501217
PreS;0.00314870473737
Pred;0.19207098898
PtcO;0.000143122942608
Rela;0.0127379418921
Subj;0.113353370545
Time;0.0104479748104
