Function;Probability
CLAUSE-END;0.238628411477
Adju;0.0128761371589
Cmpl;0.111826452064
Conj;0.193282015395
Loca;0.0075577326802
Modi;0.00517844646606
Nega;0.00699790062981
Objc;0.0565430370889
PreC;0.0333100069979
PreO;0.013156053184
PreS;0.00139958012596
Pred;0.193421973408
Rela;0.0153953813856
Subj;0.096011196641
Time;0.0144156752974
