Function;Probability
CLAUSE-END;0.242597754841
Adju;0.0125065923303
Cmpl;0.0918405786182
Conj;0.191968658178
Loca;0.00889022828298
Modi;0.00625329616515
Nega;0.00361636404731
Objc;0.0681835304754
PreC;0.0341294356965
PreO;0.00821216002411
PreS;0.00459579597679
Pred;0.198146613426
Rela;0.0146914789422
Subj;0.101634897913
Time;0.0127326150833
