Function;Probability
CLAUSE-END;0.239346434091
Adju;0.0413998675204
Cmpl;0.09461249724
Conj;0.169573857364
Loca;0.0100463678516
Modi;0.00430558622212
Nega;0.0078383749172
Objc;0.0742989622433
PreC;0.046699050563
PreO;0.0155663501877
PreS;0.0036431883418
Pred;0.167586663723
PtcO;0.000110399646721
Rela;0.0235151247516
Subj;0.0879885184367
Time;0.0134687569
