Function;Probability
CLAUSE-END;0.238627889635
Adju;0.0250559284116
Cmpl;0.083072334079
Conj;0.17658463833
Loca;0.0180462341536
Modi;0.00775540641312
Nega;0.00820283370619
Objc;0.0835197613721
PreC;0.0380313199105
PreO;0.00850111856823
PreS;0.00134228187919
Pred;0.183146905295
Rela;0.0120805369128
Subj;0.107233407905
Time;0.00879940343028
