Function;Probability
CLAUSE-END;0.246256895193
Adju;0.0474783293932
Cmpl;0.0815602836879
Conj;0.163317572892
Loca;0.00788022064618
Modi;0.00472813238771
Nega;0.00394011032309
Objc;0.0644208037825
PreC;0.0817572892041
PreO;0.011426319937
PreS;0.000788022064618
Pred;0.13731284476
Rela;0.0126083530339
Subj;0.1280535855
Time;0.00847123719464
