Function;Probability
CLAUSE-END;0.244799225931
Adju;0.0280599903241
Cmpl;0.106434446057
Conj;0.162070633769
Loca;0.0120948234156
Modi;0.00435413642961
Nega;0.0164489598452
Objc;0.0759554910498
PreC;0.0232220609579
PreO;0.0270924044509
PreS;0.00532172230285
Pred;0.180938558297
PtcO;0.000483792936623
Rela;0.0232220609579
Subj;0.0711175616836
Time;0.0183841315917
